,fit_time,score_time,test_r2,test_neg_mean_absolute_error,test_neg_mean_squared_error
LinearRegression,0.2646344661712646,0.04512753486633301,0.735447629653539,-2025.8803671476949,-8786820.99925824
KNeighborsRegressor,1.2598253726959228,3.023492860794067,0.49005511088194265,-2477.262421817263,-17409975.402530987
