,fit_time,score_time,test_r2,test_neg_mean_absolute_error,test_neg_mean_squared_error
LinearRegression,0.23348841667175294,0.04065613746643067,0.735447629653539,-2025.8803671476949,-8786820.99925824
KNeighborsRegressor,0.7799936294555664,2.4252021312713623,0.4954675325358592,-2460.2218251635313,-17233854.547972277
DecisionTreeRegressor,0.7628644466400146,0.041348600387573244,0.9484753015605175,-164.78952614976907,-1902171.0734728384
