,fit_time,score_time,test_r2,test_neg_mean_absolute_error,test_neg_mean_squared_error
LinearRegression,0.23224987983703613,0.0405825138092041,0.735447629653539,-2025.8803671476949,-8786820.99925824
KNeighborsRegressor,0.854548978805542,2.4555009841918944,0.4954675325358592,-2460.2218251635313,-17233854.547972277
DecisionTreeRegressor,0.7707379817962646,0.041726303100585935,0.953412046334865,-165.01466183117176,-1697138.3808346703
